instruction;input;output;prediction
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une expression avec des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une expression avec des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Explique la règle de dérivation en mathématiques.;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Explique la règle de dérivation en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les concepts de base des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quels sont les concepts de base des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;J'ai besoin d'aide pour comprendre les nombres complexes;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""J'ai besoin d'aide pour comprendre les nombres complexes ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;J'ai besoin d'aide pour comprendre les différentielles;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""J'ai besoin d'aide pour comprendre les différentielles ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment utiliser les différentielles pour résoudre un problème mathématique ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment utiliser les différentielles pour résoudre un problème mathématique ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver le maximum d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver le maximum d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre imaginaire en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre imaginaire en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une fonction complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'une fonction complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation polynomiale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation polynomiale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction exponentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction exponentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour calculer une dérivée d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour calculer une dérivée d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment dériver une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment dériver une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour dériver une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour dériver une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une différentielle ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une différentielle ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver les points critiques d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver les points critiques d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les concepts liés aux nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quels sont les concepts liés aux nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour calculer les dérivées des fonctions exponentielles ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour calculer les dérivées des fonctions exponentielles ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver les solutions d'une équation quadratique complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment trouver les solutions d'une équation quadratique complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les différents types de nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quels sont les différents types de nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver les solutions d'une équation différentielle du second ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment trouver les solutions d'une équation différentielle du second ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée en mathématiques et comment la calculer ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée en mathématiques et comment la calculer ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la dérivée d'une fonction en mathématiques et comment la trouver ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la dérivée d'une fonction en mathématiques et comment la trouver ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en mathématiques et comment le représenter ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en mathématiques et comment le représenter ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment simplifier une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la méthode des différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que la méthode des différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation quadratique complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation quadratique complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction polynomiale?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction polynomiale? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une équation différentielle?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une équation différentielle? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre un système d'équations linéaires?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre un système d'équations linéaires? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est la formule pour calculer la dérivée d'une fonction trigonométrique?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelle est la formule pour calculer la dérivée d'une fonction trigonométrique? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une équation avec des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une équation avec des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée dans les mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée dans les mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
